"date","username","tweet"
"2014-09-20","dmauricioco","camiloapinto cdtolima hoy me acorde de sus palabras cual es el verdadero tolima del miercoles con medellã­n o"
"2014-09-20","fcvmvenezuela","victormanuelle espera la gran sorpresa q tenemos para tiâ fc_mexvicman vmfansclubusa fcvmargentina vmfc_medellin silvanagye malenaol"
"2014-09-20","fdoquijano","â medellã­n el burdel mã s grande del mundo http krbbnc6g0c vã­a fdoquijano extorsiã n â se volviã un gasto mã s de la canasta familiar en medellã http t6idax6kqw vã­a fdoquijano medellã­n ciudad innovadora agua cero http focfvifbif vã­a fdoquijano"
"2014-09-20","futbolnewstoday","futbolcol http tt0i57dt1h masnews medellã­n a retomar la racha de triunfos frente patriotas previo azegtzomel"
"2014-09-20","geovannyospina","hermosa barrio el salvador medellin http l447xz5cbk"
"2014-09-20","geralgc_","que maricadaaa ni eso fuera la cã rcel de o comuna medellã­n"
"2014-09-20","gustavohgiraldo","la estafa de un exguerrillero â nicaâ en medellã­n http uef5tzmigf"
"2014-09-20","hello_martini13","_rawdriguez medellin"
"2014-09-20","hunternify","ilegalmentrubia hola mi vida eres de medellin colombia"
"2014-09-20","jcurrea1913","i'm at estadio atanasio girardot for independiente medellã­n vs patriotas f.c in medellin antioquia jn12nfcrmb"
"2014-09-20","jorgeaperezh","nunca podrã s gobernar si no te gobiernas a ti mismo jose ordoã ez en su seã anza de hoy medellin http dcytdtddyb"
"2014-09-20","laquiro1979","apoyando al dim con viejos amigos estadio atanasio girardot for independiente medellã­n vs patriotas f.c http 3kqk7uqimt"
"2014-09-20","linac0311","ricardo_arjona ese cabello corto que divino cuando vuelves a colombia medellin"
"2014-09-20","luisyepesb","planos de la tarde suroccidente medellã­n http 9phirwbyjd las fotos de fronteras entrada al jardã­nbotã nico fiestalibro medellin http uqsejghkyo"
"2014-09-20","mariaeval1985","alentando al eterno amor vamos medallo tribuna norte http w6dpwbqnyw"
"2014-09-20","mariaolivaofi","ricogabriel gte plazamayormed habla de medellã­n es el burdel mã s grande del mundo jesusanibale ramoneacevedo http uelmnx7j3l ricogabriel gte plazamayormed habla de medellã­n es el burdel mã s grande del mundo mauriciolizcano jflemosu http uelmnx7j3l ricogabriel gte plazamayormed habla de medellã­n es el burdel mã s grande del mundo augusto_posada http uelmnx7j3l ricogabriel gte plazamayormed habla de medellã­n es el burdel mã s grande del mundo juandiegogj tavorestrepog http uelmnx7j3l ricogabriel gte plazamayormed habla de medellã­n es el burdel mã s grande del mundo trujilloitagui horaciogallon http uelmnx7j3l ricogabriel gte plazamayormed habla de medellã­n es el burdel mã s grande del mundo bayroncaro nidiamosorio http uelmnx7j3l ricogabriel gte plazamayormed habla de medellã­n es el burdel mã s grande del mundo medicamartaram jalcanom http uelmnx7j3l ricogabriel gte plazamayormed habla de medellã­n es el burdel mã s grande del mundo erestrepo42 nicolasalbeiroe http uelmnx7j3l ricogabriel gte de plazamayormed habla medellã­n es el burdel mã s grande del mundo isacrises daniela52916496 http uelmnx7j3l ricogabriel gte de plazamayormed habla medellã­n es el burdel mã s grande del mundo dianalcz1 zulmayava http uelmnx7j3l"
"2014-09-20","maro71294","aqui estoy con el amor de mi vida deportivo independiente medellin vamos rojo querido"
"2014-09-20","martarincn","â amiga vamos para el lleras no gracias pero que noooo en medellã­n hoy solo se respira amor"
"2014-09-20","mcp2_3","ya me quiero ir para medellin"
"2014-09-20","miller06322223","pajaritodeivan un saludo desde medellin.eres el mejor comentarista de colombia winsportstv un saludo desde medellã­n para el mejor comentarista de colombia ivan mejia y manifestar la lentitud del fãºtbol colombiano"
"2014-09-20","mitotattoo","amo mi microdermal mitotattoo perforations happy love cute medellin colombiaâ http wjrgbselxw"
"2014-09-20","nataa0719","graciasporeltourpeligro chuinavarro guapã­simo en medellã­n tourpeligro eneltourpeligro reikmx http 9st6xnhhjx"
"2014-09-20","och8a","en mins a reventala aca medellin ðÿ‘š l8ve drums http zkijharjvn"
"2014-09-20","pckaro","tarde de aquelarre at elsocial1969 in medellã­n antioquia xy6vmuqwkj http rei1krxwnw"
"2014-09-20","pimentelmybae","oh la pinche de marilin estaba en medellã­n"
"2014-09-20","puppysierna","happy party dj medellin http uxhojhn4fd"
"2014-09-20","rilolupa","medellin esta sãºper frã­o dios y yo con este atuendo ðÿ"
"2014-09-20","sentimentalito","celebrando nuestra amistad amigos laspalmas medellin tapiando http dpge2a83vp"
"2014-09-20","sergioagudelo6","ten galo por seguro medellin gana hoy torres no le sino a esos equipitos"
"2014-09-20","teleantioquia","congreso medellã­n negro un espacio de reflexiã n sobre las barreras sociales tanoticias http acqo2gxtus"
"2014-09-20","torner1341","vamos beber esta noche parce a tener que salir de rose medellin http vvidrsmrol"
"2014-09-20","yiyeloves","villalobossebas siii aqui en medellin ha estado lloviendo s"
"2014-09-23","ajinkyaambre3","video colombia tower blocks demolished engineers in the colombian city of medellin have blown up four http pmgolnqlam"
"2014-09-23","alejandra_okmpo","hablando de creatividad e innovacion ruta n in medellã­n antioquia zylnn49ggm"
"2014-09-23","almadetia","asã­ como en bogotã se multa al transmilenio medellã­n deberã­an multar metro por sus constantes fallas tã cnicas"
"2014-09-23","anapamo","buen trabajo medellin caã­da perfecta ahora volver a empezar para muchos y menos vidas en riesgo http drabnvgtwt"
"2014-09-23","beto4618","69_lunita hola desde medellin porque no me escribes y actualuzas de todo los contenidos demas mi correo escribeme gracias"
"2014-09-23","carlosarroyavey","by tatianadlosrios visitando en medellin a mi amigo y doctor dermesca su clinica paraâ http uili6lbbpi"
"2014-09-23","colombiamjs","el dã­a de agosto se realizã en la ciudad medellã­n reuniã n zona occidente del consejo nacional http bgptecgetq"
"2014-09-23","colombiavzlanos","la revista qâ gol ya esta en internet visita su pã gina webâ http jb9lbj3mouâ colombiaâ bogotaâ barranquillaâ caliâ medellinâ"
"2014-09-23","danielmalo","irã a medellã­n en noviembre ojalã no se caiga el lugar donde me quedarã"
"2014-09-23","dannie_af","check jowell1 amp randynotaloca medellin colombia aquã­ f0pxrgc1dk vã­a culebro_305 lapromoinc"
"2014-09-23","desdemedellin","medellã­n mã xico http 0ykfcyfbmz"
"2014-09-23","diarionacional1","demanda contra alcaldia de medellin por la segunda implosiã’n del edificio space http ksunlfecnt"
"2014-09-23","diegoignaciom_","check jowell1 amp randynotaloca medellin colombia aquã­ k3ouawnsen vã­a culebro_305 lapromoinc"
"2014-09-23","economia2030","parquesoftpaisa en medellin buscamos emprendimientos vifuy ingredientess sistemaoktopus lina_marulanda http l7ws7gipwd"
"2014-09-23","elhuecouno","el sã bado de octubre nuevamente habrã n promociones especiales solo en cuarto piso del centro comercial hueco medellã­n y"
"2014-09-23","elpobladodemed","legalmente en elpoblado no podrã n recaudar los mil millones que anuncia la res distribuidora de valorizaciã medellã la ilegalidad de valorizaciã n en elpoblado surge ademã s no cumplir numerosos requisitos del estatuto medellã"
"2014-09-23","fandinogiovanni","medellin high rises demolished http lfrektwsdw"
"2014-09-23","fdoquijano","aumentarã n cã maras en medellã­n para combatir explotaciã sexual http is8abuo6t6 vã­a eltiempo"
"2014-09-23","fernand65908245","el colombiano http xxgtznv641 uribe lo sigue negando sus vã­nculos con cartel de medellã­n innegables brkdpa37nj"
"2014-09-23","floroskate","no se que hacer si barranquilla o medellin"
"2014-09-23","fundinguebq","deposita tu factura con consumo de 100mil antioqueã o medellin antes las la noche este viernes sep http puaua1b6u4"
"2014-09-23","g7890m","visitã convento de santa laura en medellin roguã por la salud un ser querido y al dã­a siguiente resultã sana sin medicamento gracias dios"
"2014-09-23","gabrielaguzmanv","grabando un poco de medellã­n desde el hotel con mi fabrigarciav tryp medellin http cpjpbrpct0"
"2014-09-23","gmidfreedom","marcus henriksson aka nobody home minilogue en medellã­n tickets a pesos el e8ux6kaivg fb"
"2014-09-23","gocolumbiadaily","implosion de edificio space medellin colombia http lp4sjwhold xweuex0tgx"
"2014-09-23","goodmusicidance","marcus henriksson aka nobody home minilogue en medellã­n tickets a pesos el stenw8hvsu fb"
"2014-09-23","iamjeik_","que fastidio cuando putas se ira para medellin"
"2014-09-23","infodim","jugadores del medellã­n estã n al lã­mite http xqb8fn2tbr f3ajp2nmci"
"2014-09-23","insightcrime","authorities dismiss the assertion that sinaloa cartel has become heavily involved with medellin street gangs http 3njpbm2wce"
"2014-09-23","irving_medellin","ni gucci te quitarã lo naca"
"2014-09-23","jaider_escobar","representantes de universidades del paã­s se reãºnen desde este martes en medellã­n http kzminanvnl prensapaisa el independiente medellã­n buscarã liderato frente a uniautã noma http nwodvlwgja vã­a futbolred"
"2014-09-23","janibalgallego","cumpliendome gimnasio forma las americas in medellin antioquia fyoyy2pnpu"
"2014-09-23","jgalvezreal","check jowell1 amp randynotaloca medellin colombia aquã­ oxkdvpot3t vã­a culebro_305 lapromoinc"
"2014-09-23","joancanateg","check jowell1 amp randynotaloca medellin colombia aquã­ aekkkaje41 vã­a culebro_305 lapromoinc"
"2014-09-23","jose_alqaedas","check jowell1 amp randynotaloca medellin colombia aquã­ 54jjhrs7y3 vã­a culebro_305 lapromoinc"
"2014-09-23","jsebastiangonza","conexionwin saludos desde medellã­n y q piensan de nacional parece subir su nivel"
"2014-09-23","julianitam","webcongress medellin is about to start aexea on stage for the first time in latin america los que estã n en la region vengan"
"2014-09-23","kevinpabon10","amp si la ven caminando por ahã­ en cali o medellã­n dile que yo ando buscando"
"2014-09-23","kriiztian_pm","check jowell1 amp randynotaloca medellin colombia aquã­ qasrqrptea vã­a culebro_305 lapromoinc"
"2014-09-23","lajuli","luisa__aguirre nop en mi casita que es medellã­n"
"2014-09-23","latinoldnont","medellin colombia diseã os del parque rã­o mi ciudad adn http a4uphxa45v via adncolombia"
"2014-09-23","litchemedellinc","colorisacol el hotel marriot en medellã­n se empezarã a construir http c3znfe32ug litchepuntocom"
"2014-09-23","livelovehatecob","se realizã con ã xito la implosiã n del edificio space en medellã­n http wdgp2jatl5 via wordpressdotcom polivozdigital"
"2014-09-23","medallo_dim","ligapostobon maã ana juega el medallo rojo que se ubica segundo de la tabla posiciones mide ante univ http pbaa3wp5ss ligapostobon maã ana juega el medallo rojo que se ubica segundo de la tabla posiciones mide ante univ http 6ujsl5ddjf"
"2014-09-23","michellemc14","se realizã con ã xito la implosiã n del edificio â œspaceâ en medellã­n polivozdigital actualidad http lri6p4hdqr"
"2014-09-23","nata8904","ninobcolombia y alexandrocanta desde tvcosmovison en medellin http lgmtyl64o7"
"2014-09-23","natalia06171798","jhosmanarley1 de colombia medellin"
"2014-09-23","news_of_the_day","news video colombia tower blocks demolished engineers in the colombian city of medellin have blown up four http ufzoj6ezj8"
"2014-09-23","nichetiven","buenooo me voyy grr ha haser lo que mas gusta dios y en la virgen recomiendoooo medallo b http t6qbwrmzqd"
"2014-09-23","nikitaly_fm","aumentarã n cã maras en medellã­n para combatir explotaciã sexual yoprotejolaniã ez http ylgfofqggd vã­a eltiempo"
"2014-09-23","nikomasflow","check jowell1 amp randynotaloca medellin colombia aquã­ 5yzznvkmtp vã­a culebro_305 lapromoinc"
"2014-09-23","ninobcolombia","en tvcosmovisiã n la buena vida medellin http qimj3lxm41 te quiero en vivo desde cosmovision los esperamos el teatro medellin y de septiembre"
"2014-09-23","noticiasbqto","desmienten que en medellã­n se registrara cumbre de â narcosâ y mafiosos http 94homaxl4m"
"2014-09-23","octavioregalado","â œ sebasgrisalesr aunque enfermo damos clase colegiatura colombiana in medellin antioquia zxatua6s4zâ ã nimo contodo"
"2014-09-23","parquedelavida","asã­ se ve el edificio coltejer desde parque de la vida â amamos medellã­n medellã­nâ http qprlnnpda6"
"2014-09-23","peruviangirl29","nuestra embajadora de la marcaperu inã smelchor representã a nuestro paã­s en maratã n medellin orgulloperuano â ºâ º"
"2014-09-23","piperivera14","futboltotaldirectvselfie saludos desde medellã­n colombia son los mejores vengan por favor a medellin http xp3kisvc8n"
"2014-09-23","pirataspacifico","check jowell1 amp randynotaloca medellin colombia aquã­ w2hpdoxu4m http j6kdgxba0x check jowell1 amp randynotaloca medellin colombia aquã­ w2hpdoxu4m http hftelscncd check jowell1 amp randynotaloca medellin colombia aquã­ w2hpdoxu4m vã­a culebro_305 lapromoinc"
"2014-09-23","porcalabaza","demolicion edificio space medellin http rczlnaooi8 vã­a youtube"
"2014-09-23","rafael_otero_2","amnesiauribista uribe fue declarado en los aã os por el departamento de estado como polã­tico aliado del cartel medellã­n"
"2014-09-23","redbibliotecas","â ey ciclistas este miã rcoles sicleada patrimonial por la historia de medellã­n desde carlos e rpo 8pm siclas http vopxmhdyyu"
"2014-09-23","sabrina0427_","la felicidad don tetto en medellin"
"2014-09-23","sebastiancg17","para que llorar por una mami si medellin esta repreto jajajaj exclamo jhonatan"
"2014-09-23","sinolvido","oct en medellã­n antioquia paramilitares ejecutaron a adolfo leã n saldarriaga trabajador de la empresa sofasa"
"2014-09-23","sommusutopia","yoapoyoacanalcapital desde medellã­n apoyamos a canal capital la ãºnica televisiã n realmente pãºblica del paã­s"
"2014-09-23","tickets_gmid","marcus henriksson aka nobody home minilogue en medellã­n tickets a pesos el 1eqtofwkzf fb el proximo de octubre marcus henriksson estara visitando medellã­n bajo su alã­as nobody home tickets a http 0ppfktmuk0"
"2014-09-23","valoraanalitik","estamos en medellin con nuestro evento de proyecciones el mercado local pendiente bogotã un mes http o6qycblm71"
"2014-09-23","victorc3122","rcn980cali rcnlaradio buena estrategia de motivaciã n ahora propongo que para el proximo aã o compitan bogotã medellin y cali"
"2014-09-23","viejopani","en la investigaciã n de prostituciã el metro medellã­n debieron poner cuã nto cobraban mã s o menos a ver tengo que ahorrar"
"2014-09-23","vitaxo","check jowell1 amp randynotaloca medellin colombia aquã­ oclizt870b vã­a culebro_305 lapromoinc"
"2014-09-23","welshviews","medellin colombia cities southamerica latinamerica blogging travel backpacking http vod8drk87p whfa2b5tkz"
"2014-09-23","yapalacio67","yurlheeh monydiaadia lavozkidsco yo me uno al parchekids desde medellin con toda mi familaâ â"
"2014-09-23","zdey","una muy buena y electrizante noche para toda la familia zdey medellã­n ig_mexico ig_natureâ http sysvyaboks"
"2014-09-26","churtag","busco gente proactiva para trabajar por medio de redes sociales conoce wakeupnow info wzp medellin colombia"
"2014-09-26","cuantacosa","psicã loga desaparecida en medellã­n deysi monsalve llamar al ext â ayudemos http prryqousfu psicã loga desaparecida en medellã­n deysi monsalve llamar al ext â ayudemos http dqfhle9l9t"
"2014-09-26","diani27v","sttmed sectormovilidad gracias.aunque cã mo es posible que me atiendan en medellã­n y mi ciudad no quã mundo vivimos cultura"
"2014-09-26","eltoyita","sos pa mi lo que s.i.d.a para el punk de medallo"
"2014-09-26","fabianbanchero","â œ rubenblades oct medellã­n blades y salcedo ramos en conversatorio homenaje a gabo http asnzposysl xia08rhc2fâ"
"2014-09-26","gabyy_lozano","mucho frã­o medellinðÿ"
"2014-09-26","jorgemontanac","foto la prã xima semana acontece en ciudad de â medellã­n el vi congresoâ diseã o mobiliario sobre http 02ojedxgxe"
"2014-09-26","juandl84","anapoima1984 sã­ seã or de marzo acã en medellã­n"
"2014-09-26","juanfer81","liga postobã n fecha deportivo cali vs independiente medellã­n jfhv9rfd2a http cez42tisx7"
"2014-09-26","jugosarmiento","noticiascaracol corotonos de medellin primer puesto en rimini italia orgullo colombiano"
"2014-09-26","karimmusika","visitala karimmusika karimmusik latin colombia canada toronto barranquilla bogota medellinâ http 0ehjrbfgns"
"2014-09-26","mcamilabotero3","becada para el hackaton social medellin por ruta n y la universidad de"
"2014-09-26","milermusik","armin only intense medellin viernes de octubre plaza mayor artistas que conforman el fiora http 5xonebxbhj"
"2014-09-26","nuestrasenorade","robos en medellã n fqht8bbaes http zntum2sed2"
"2014-09-26","rcn990medellin","alcaldã­a de medellã­n respondiã a las declaraciones del fundador cdo rcn la radio http cjnfeeiu5i vã­a rcnlaradio"
"2014-09-26","realcitytours","walkingtour medellin uk australia germany chile switzerland and usa thank you all for coming http cr8hkw3isa"
"2014-09-26","reformagente","carlos morales medellã­n y araceli cruz tambiã n se van a ver genitallicamx felicidades"
"2014-09-26","santibarquillos","el caos hecho ciudad es medellã­n en hora pico s"
"2014-09-26","trends_medellin","viejaescuela ahora es una tendencia en medellã­n"
"2014-09-29","_almeja__","la verdad valã­ verga desde que dijeron no nos llevan a medellã­nðÿ marzo luchandola para nada ðÿ"
"2014-09-29","_ufodi","flying saucer recorded over medellin south america http gfhnwxiqek"
"2014-09-29","2_andrea5","te amo medellin"
"2014-09-29","259jgomez","nunca me imagine utilizar airã acondicionado en medellã­n que hp calor ðÿ"
"2014-09-29","ac_estudios","conoce los trã mites para realizar tu programa acadã mico en argentina si estã s medellã­n asiste sin costo a http gnqxlahgra"
"2014-09-29","adnmedellin","medellã­n y cali empataron siguen dominando la punta de liga postobã n http zs3qkjbsjj"
"2014-09-29","adri_dt","medellin otra ciudad que hace parte de la primera gira dontetto por colombia dontettotour2014 âœœðÿ http 4wrgmwetk2"
"2014-09-29","adventurtise","medellin antioquia colombia http abttvwd0bo"
"2014-09-29","alcaldiademed","maã ana inicia el premioggm en medellã­n con una variada programaciã n para toda la ciudadanã­a agenda del dã­a http fu9myszglk"
"2014-09-29","anamolly26","votando y nos vemos en noviembre medellã­n los amoooo http tq6lwk8mx2"
"2014-09-29","andresfelbola","ricardobolgo oye quã sabes de que el martes marzo los rollingstones y mickjagger estarã n en medellin"
"2014-09-29","andresveraa","mjduzan sorprende su posiciã n frente a medellã­n.le recuerdo que en los morã­an hasta personas la ciudad un dã­a.hoy somos ejemplo"
"2014-09-29","annnngjcg","medellã­n te necesito"
"2014-09-29","be_the_dream","colombia no to sex tourism in medellã­n â global voices http xvfbfrxeop"
"2014-09-29","blannkko","pa la casa puente gilberto echeverri sur in medellin antioquia elyntwxgeu http 8gej8jophj"
"2014-09-29","blinkersoff88","medellin surrendered top spot to santa fe in the colombian primera a after failing beat deportivo cali on http 3wftgl3wf5"
"2014-09-29","brahiamvillchez","planes de aventura natural en medellã­n mi ciudad adn http yq9niztqmk vã­a adncolombia"
"2014-09-29","brhskt","unembusteromas manrique caliosho medallo solo paisas â"
"2014-09-29","cdiazneira","los stones en medellã­n marzo serã"
"2014-09-29","cjcarvajal","djwask habla del ecosistema edm en sudamã rica y su visiã n de medellã­n http 3xbvrc8kvo"
"2014-09-29","clima24_7","probabilidad de lluvia para la noche y madrugada en medellã­n climanovedades http tbcghiv61v"
"2014-09-29","colombia_pr","â œ adrianva335 parcero yo la vi en cali.â o medallo parcerito"
"2014-09-29","crevg9","fixed kageroyami stahhhp mieko_9 medellã­n stahpppppp medellã­n stop"
"2014-09-29","danielrdrgez","buso new full moda garantizado envios a todo el pais medellin gratis info whatsapp http ev41mh9vno buso de minnie hermoso garantizado envios a todo el pais medellin gratis info whatsapp http ykblpuymoi"
"2014-09-29","danijara21ro","brazooo bodytech san juan in medellã­n antioquia caoqkd8hrm"
"2014-09-29","de_ospina7","cantar y predicar hablar de lo bueno que dios ha sido en los buses medellã­n te invitamos mjge yatesveloza15 http jbjidjsepe"
"2014-09-29","deejay_geo","que es armin only intense descubre la magia de estarã presente en medellin este octubre ultimas http 6y1thv0ua7"
"2014-09-29","dizqueperfecta","natybotero que estarã esperando pa venir a medellin y darme los besos me debe"
"2014-09-29","dontetto","otra ciudad que hace parte de la primera nuestra gira por colombia medellin nov15 teatro pablo tobã n http vwkww6pxo0"
"2014-09-29","editarlaciudad","estamos en medellin adentro"
"2014-09-29","editorialpuj","vitrolas rocolas y radioteatros la medellin de a vista travã s del bambuco el tango bolero http vsnsp9ezap"
"2014-09-29","edkiller","jo_medellin â sabã­a que te iba a gustar igual mando un abrazote enorme"
"2014-09-29","elbienbellacoso","y mi hermanita me dejo morir aya en medallo severa fiesta en medallo"
"2014-09-29","elcolombiano","villoro por primera vez en medellã­n premioggm http 8oh7it1xno"
"2014-09-29","eldelabiblio","â hermosa que sos medellã­n http 0pch03xhgk"
"2014-09-29","eldelchamber","medellã­n ciudad y equipo http x1ovnfajlb"
"2014-09-29","elianacamelos","vendo boleta para el concierto life in color en medellã­n este sã bado de octubre"
"2014-09-29","elizagori","ximepsb a mi me encantã visitarlos les aviso apenas llegue medellin un abrazo"
"2014-09-29","elsupermagazine","john6249 donde estã n en medellã­n dã­game que barrio"
"2014-09-29","emilyomale","photo fantastic medellin vacation vscocam cliff cliffdiving philippines http anevjslznq"
"2014-09-29","extremoviajante","medellin antioquia colombia http hrdvuemxdk"
"2014-09-29","extremreisen","medellin antioquia colombia http hkyiz4i8qw"
"2014-09-29","fabian_dtt","â quã imagen describe mejor tu ciudad medellin http 3hpnosbixp"
"2014-09-29","fondopatrimonio","el rã­o aburrã o medellã­n un que va por buen camino http f9dzgvvalu vã­a espectadorblogs elespectador"
"2014-09-29","fugabogota","recordamos la inauguraciã n de exposiciã â le corbusier en el rã­o medellã­nâ http jykzesv5lz 74tain4ol7"
"2014-09-29","gmbedoya","comiendo arepita en el kisko lo mejor universidad de medellã­n udem61 in antioquia 9befnuyuff"
"2014-09-29","godiezapata","estoy en medellin y parezco ventilador de tienda no por ver a las paisas sino la mano trancones q hay esta ciudad"
"2014-09-29","greenpwrmonitor","estas en medellin no te quedes sin hacer tu pedido juix ilovejuix behealthy dri http cqomfkgvdd x2v63se4cq"
"2014-09-29","igerscali","yoamobogota igers igers_medellin igersmanizales igerssantiagodecali igersbogota i http dm3ehtbrkn lhov5przca"
"2014-09-29","im_genex","nuestro radar sobre niã os medellin http fsalmbotia mgmed"
"2014-09-29","jaimealfonso71","mile25milena es en medellin"
"2014-09-29","jcfiestasc","nigga buenas tardes solo sorneria buenasnoches goodnight medellã­n me men boy instagramâ http p5mdotiujf"
"2014-09-29","jci_medellin","http gsypst1sjn"
"2014-09-29","jesusdelacruz0","si dios quiere el jueves vamos saliendo paâ la tierrita medallo"
"2014-09-29","jonathanalcalag","fav si nos fuimos para medellin"
"2014-09-29","juancarloshigui","mi felicidad es la canciã n que nos regalã ivanguerramusic esta tarde en medellã­n con el capircn http xqygojvzqg"
"2014-09-29","juanpa2697","ya quiero estar lejos medellin lt esperame"
"2014-09-29","kageroyami","of the mieko_9 fixed kageroyami stahhhp medellã­n stahpppppp stahhhp mieko_9 medellã­n stop"
"2014-09-29","kta_varpa","mi cabecita duele ya voy por la segunda powerade pero feliz de estar aquã­ en medellã­n y conocer un poco los paisas d"
"2014-09-29","latuuuuu","juanjaramilloe juan â serã que puedes venir a medellã­n solo quiero saber si serã­a posible te amoooo"
"2014-09-29","lau_sntadt","ya van en medellin s"
"2014-09-29","laudestereo","recomendamos libro vitrolas rocolas y radioteatros.hã bitos de escucha la mãºsica popular en medellã­n â carolina santamarã­a"
"2014-09-29","lecheverrys","kinopodia muy buena idea â en bogotã cali medellã­n y cãºcuta donde como seguimos las camisetas cuanto cuestan"
"2014-09-29","lexsinger","machecor medellã­n"
"2014-09-29","linaposa12lina","danarenas orgullosa de ti eres grande y por colombia mas se feliz con maite lo merecen â desde medallo anboy88 por fin juntos los felicito y adoro soy de medellin colombia muaaaa sean felices sebastianrulli felicidades la mejor pareja de mexico por fin medellin colombia"
"2014-09-29","litchemedellinc","sarahdussan avenida nutibara en medellã­n es una vã­a peligrosa http vfasbogf2k litchepuntocom"
"2014-09-29","locosinnet","camilavalle6 estas en medellã­n eres la mejor ya me hiciste noche gracias amor de vida nash por preocuparte miðÿ šðÿ š perdoname"
"2014-09-29","madridisa1","e hincha del medellã­n ujuu"
"2014-09-29","mahoutadv","agreguã un video a una lista de reproducciã n youtube http 53dzcuhd2v medellã­n san vicente â parte hd mahout klr"
"2014-09-29","mariavmv08","jeffalaire hola si yo no puedo ir por las boletas puede otra persona con fotocopia de cã dula es que vivo en medellã­n gracias"
"2014-09-29","moralesyo","medellã­n http 7v1p96mrny"
"2014-09-29","mreyes16","imposible ir a colombia y no probar un juanvaldez medellin cafe turismoycultura http kdnnjwaiml"
"2014-09-29","nbrx","just reported a jam on roberto medellin alvaro obregon http rfzofrep9f using waze social gps"
"2014-09-29","nonstopdreams_","mi mamã en medellin hay mauxi yo demã s que si â por quã tal se vaya a terminar bachillerato allã"
"2014-09-29","nosoynadie06","jueputa uno ya no puede ni salir k peligro medellã n"
"2014-09-29","nugoaldotcom","the match between deportivo cali and dep.independiente medellin finished with score openfollow livescore http 87g8btibba"
"2014-09-29","obiakwala","colombian primera a review medellin held santa fe go top my football robot http ouqip8przv"
"2014-09-29","og_medellin","be the person you wanna with gotta steal this quote"
"2014-09-29","omar_rivera03","pensã ndolo bn un sencilla de medellin estarã­a para empezar la semanaâ ºâ º"
"2014-09-29","piedadromero3","rober maã ana se ira para medellin durara dias por aya me quedare sola con mi prima"
"2014-09-29","piperivera14","futboltotaldirectvselfie el cholo uno de los mejores entrenadores que eh visto son vengan a medellã­n http rqdvj4s9ia"
"2014-09-29","plazagranada","mãºsica y literatura en medellã­n recital de tania libertad promo telemedellin http hkgddoaiyi vã­a youtube plazagranada"
"2014-09-29","progresamoscol","danyelgphoto daniel gracias por compartir la oferta con tus seguidores saludos desde medellã­n"
"2014-09-29","rakelmusic","atardecer sobre rionegro de regreso en medellã­n ya solo faltan horas para que escuchenâ http yzomannezz"
"2014-09-29","rapsinlimites","en exclusiva de vida urbana nos llega el video del concierto canserbero medellin cortesia nuestro http im7xzxb8dn"
"2014-09-29","rcnradio","a la mitad han caã­do ventas de comerciantes por obras del tranvã­a en medellã­n http v3vth8ywef escuchorcn"
"2014-09-29","riosgonzalezp","villoro por primera vez en medellã­n â a no perdã rselo http h5vumtttn0 vã­a elcolombiano"
"2014-09-29","samuelrmro","buso new full moda garantizado envios a todo el pais medellin gratis info whatsapp http vrydib9pdy buso de minnie hermoso garantizado envios a todo el pais medellin gratis info whatsapp http fwvofgkr1g"
"2014-09-29","sebascc3301","we are number on the reverbnation other charts for medellin co http fealj92b3s"
"2014-09-29","sebastianvz7","no lo habã­a escrito que tristeza da dejar medellin pero mã s hpta es saber se llega a bogotã"
"2014-09-29","skelerock","â siddhartha en el festival medellã­n colombia http v1musoxekw"
"2014-09-29","sttmed","en medellã­n la movilidad se transforma conozca los mitos y verdades sobre las cã maras de fotodetecciã n http pc9m8fs59q"
"2014-09-29","tettoman_ibague","medellin otra ciudad que hace parte de la primera gira dontetto por colombia dontettotour2014 http q1fobswra4"
"2014-09-29","tettomania","medellã­n noviembre dontettotour2014 que felicidad tettomaniamed allã nos vemos http wdtdjmybxn"
"2014-09-29","tettomaniakilla","pã ster para medellin pronto barranquilla http tlfizufhi9"
"2014-09-29","teveomartin","el rã­o aburrã o medellã­n un que va por buen camino http dtfembkguj"
"2014-09-29","totaladventure","medellin antioquia colombia http dmmxb7ma9p"
"2014-09-29","trendoamde","active users on the last minutes are retaining viejaescuela as trending topic in medellã­n http ovuqpluldy active users on the last minutes are retaining lavozkids as trending topic in medellã­n http ovuqpluldy active users on the last minutes are retaining lavozkids as trending topic in medellã­n http ovuqpluldy active users on the last minutes are retaining lavozkids as trending topic in medellã­n http ovuqpluldy"
"2014-09-29","trends_medellin","ã guilas doradas ahora es una tendencia en medellã­n viejaescuela lavozkids ahora es una tendencia en medellã­n"
"2014-09-29","tuiterospaisas","reclusos del pedregal de medellã­n inician protestas pacificas por constantes violaciones a sus derechos http ybzm39amoo"
"2014-09-29","velasqfranco","oportunidad apartamento para remate en la calle no 80a edificio torre jordan robledo medellã­n http 7rhlapvsil"
"2014-09-29","vggukeuphoria","cadena de oraciã n para que arroba one direction vuelva a colombia y venga medellin"
"2014-09-29","viaggiavventura","medellin antioquia colombia http 0xheuccyzv"
"2014-09-29","viajeroaventura","medellin antioquia colombia http sgfdvogx3y"
"2014-09-29","voyageaventure","medellin antioquia colombia http k0cynfukfg"
"2014-09-29","yepez_morenoang","noviembre llega pa irme rã pido medellin âœˆ"
